ProductId,Gender,ColorGroup,ProductType
695679,erkek,mavi,spor-ayakkabi
695682,erkek,kahverengi,t-shirt
695711,erkek,lacivert,pantolon
695719,erkek,yesil,atlet
695753,erkek,lacivert,pantolon
695755,erkek,mavi,pantolon
695756,erkek,lacivert,sort
695814,erkek,mavi,ayakkabi
695815,erkek,gri,ayakkabi
695819,erkek,bej,ayakkabi
695820,erkek,mavi,ayakkabi
695849,erkek,mavi,ayakkabi
695850,erkek,bej,ayakkabi
695851,erkek,mavi,ayakkabi
695852,erkek,yesil,ayakkabi
695921,erkek,bej,gomlek
695942,kadin,bordo,pantolon
696005,kadin,mavi,jean-pantolon
696160,erkek,kahverengi,ayakkabi
696178,kadin,gri,spor-ayakkabi
696299,kadin,bordo,etek
696325,kadin,siyah,etek
696423,erkek,gri,pantolon
696424,erkek,gri,pantolon
696469,kadin,beyaz,elbise
696471,kadin,beyaz,elbise
696472,kadin,bej,elbise
696475,kadin,siyah,etek
696478,kadin,beyaz,etek
696479,kadin,beyaz,etek
696480,kadin,bej,etek
696481,kadin,siyah,etek
696482,kadin,gri,etek
696485,kadin,bej,atlet
696489,kadin,gri,gomlek
696498,kadin,kahverengi,atlet
696499,kadin,beyaz,hirka
696500,kadin,gri,hirka
696504,kadin,bordo,kazak
696505,kadin,beyaz,kazak
696511,kadin,gri,sweatshirt
696541,erkek,mavi,ceket
696544,erkek,lacivert,ceket
696557,erkek,bej,t-shirt
696600,kadin,yesil,elbise
696617,kadin,beyaz,ayakkabi
696622,kadin,mavi,etek
696659,kadin,lacivert,jean-pantolon
696660,kadin,mavi,elbise
696664,kadin,lacivert,etek
696685,kadin,siyah,jean-pantolon
696706,erkek,lacivert,esofman-alti
696713,kadin,beyaz,ceket
696714,kadin,beyaz,elbise
696715,kadin,bej,elbise
696716,kadin,gri,elbise
696725,kadin,gri,bluz
696726,kadin,gri,bluz
696731,kadin,bej,gomlek
696733,kadin,siyah,ceket
696734,kadin,beyaz,ceket
696736,kadin,beyaz,jean-pantolon
696740,kadin,beyaz,pantolon
696743,kadin,bordo,pantolon
696747,kadin,bej,hirka
696749,kadin,lacivert,hirka
696750,kadin,bej,hirka
696752,kadin,bej,hirka
696755,kadin,bordo,hirka
696757,kadin,beyaz,kazak
696758,kadin,beyaz,kazak
696759,kadin,siyah,kazak
696760,kadin,siyah,kazak
696761,kadin,siyah,kazak
696762,kadin,siyah,yelek
696763,kadin,gri,sweatshirt
696764,kadin,siyah,sweatshirt
696768,kadin,lacivert,sweatshirt
696772,kadin,gri,t-shirt
696773,kadin,beyaz,sweatshirt
696787,kadin,bordo,hirka
696791,erkek,bej,ayakkabi
696825,erkek,mavi,pantolon
696831,kadin,lacivert,spor-ayakkabi
696841,erkek,gri,ayakkabi
696863,erkek,siyah,sort
697006,erkek,siyah,sweatshirt
697037,erkek,bej,gomlek
697053,erkek,mavi,sort
697054,kadin,beyaz,ayakkabi
697055,kadin,siyah,ayakkabi
697086,erkek,siyah,pantolon
697167,kadin,beyaz,pantolon
697218,erkek,beyaz,ayakkabi
697231,erkek,gri,spor-ayakkabi
697234,kadin,siyah,spor-ayakkabi
697236,kadin,beyaz,t-shirt
697245,kadin,yesil,ayakkabi
697296,erkek,beyaz,ayakkabi
697297,erkek,beyaz,ayakkabi
697298,erkek,beyaz,ayakkabi
697299,kadin,bordo,pantolon
697345,erkek,siyah,atlet
697347,erkek,siyah,atlet
697358,erkek,bej,t-shirt
697379,erkek,bordo,t-shirt
697381,erkek,bej,t-shirt
697387,erkek,bej,t-shirt
697390,erkek,bordo,t-shirt
697403,erkek,gri,sweatshirt
697404,erkek,mavi,sweatshirt
697405,erkek,mavi,sweatshirt
697406,erkek,mavi,sweatshirt
697407,erkek,gri,esofman-takim
697571,erkek,bej,t-shirt
697669,kadin,yesil,ayakkabi
697707,kadin,bej,pantolon
697794,kadin,bej,pantolon
697854,erkek,yesil,sort
697856,erkek,bej,t-shirt
697897,erkek,bordo,t-shirt
698323,kadin,beyaz,zip-ceket
698327,erkek,kahverengi,t-shirt
698357,kadin,bej,bluz
698375,erkek,siyah,ayakkabi
698376,erkek,siyah,ayakkabi
698466,kadin,gri,bluz
698471,erkek,siyah,ayakkabi
698472,erkek,beyaz,ayakkabi
698525,kadin,bej,bluz
698526,kadin,lacivert,bluz
698532,kadin,kahverengi,bluz
698659,erkek,yesil,pantolon
698683,erkek,siyah,kazak
698705,erkek,bej,t-shirt
698747,erkek,mavi,takim-elbise
698766,kadin,mavi,ceket
698831,erkek,mavi,pantolon
698834,erkek,beyaz,sort
698835,erkek,lacivert,sort
698836,erkek,mavi,sort
698838,erkek,bej,pantolon
698845,kadin,beyaz,sort
698864,erkek,mavi,ayakkabi
698865,kadin,bordo,espadril
698866,kadin,yesil,espadril
698961,erkek,kahverengi,spor-ayakkabi
699001,kadin,mavi,sort
699023,erkek,mavi,spor-ayakkabi
699024,erkek,yesil,spor-ayakkabi
699027,kadin,beyaz,spor-ayakkabi
699028,kadin,beyaz,spor-ayakkabi
699039,erkek,gri,ayakkabi
699041,erkek,gri,spor-ayakkabi
699047,erkek,siyah,sort
699048,erkek,siyah,pantolon
699050,erkek,siyah,pantolon
699051,erkek,beyaz,sort
699077,erkek,siyah,spor-ayakkabi
699078,erkek,mavi,spor-ayakkabi
699079,erkek,siyah,spor-ayakkabi
699093,erkek,mavi,spor-ayakkabi
699136,kadin,siyah,jean-pantolon
699138,kadin,siyah,jean-pantolon
699139,kadin,lacivert,jean-pantolon
699141,kadin,lacivert,jean-pantolon
699148,kadin,gri,jean-pantolon
699150,kadin,gri,jean-pantolon
699162,kadin,siyah,spor-ayakkabi
699164,kadin,mavi,spor-ayakkabi
699169,erkek,kahverengi,spor-ayakkabi
699268,kadin,siyah,elbise
699313,kadin,siyah,bluz
699427,erkek,kahverengi,sort
699440,erkek,yesil,sort
699441,erkek,yesil,sort
699472,erkek,bej,sort
699478,erkek,lacivert,mont
699492,kadin,lacivert,spor-ayakkabi
699496,kadin,lacivert,gomlek
699501,kadin,bordo,t-shirt
699503,kadin,yesil,sort
699506,kadin,bordo,sweatshirt
699507,kadin,bej,etek
699508,kadin,gri,sort
699509,kadin,yesil,t-shirt
699530,kadin,lacivert,spor-ayakkabi
699532,kadin,lacivert,spor-ayakkabi
699559,kadin,gri,t-shirt
699569,kadin,mavi,etek
699571,kadin,mavi,yelek
699575,kadin,siyah,jean-pantolon
699577,kadin,lacivert,jean-pantolon
699578,kadin,lacivert,jean-pantolon
699581,kadin,gri,jean-pantolon
699583,kadin,gri,jean-pantolon
699705,kadin,gri,spor-ayakkabi
699706,kadin,siyah,spor-ayakkabi
699707,kadin,beyaz,spor-ayakkabi
700386,kadin,gri,ayakkabi
700388,kadin,yesil,ayakkabi
700462,kadin,siyah,ayakkabi
700464,kadin,beyaz,ayakkabi
700473,kadin,siyah,ayakkabi
700475,kadin,beyaz,ayakkabi
700539,kadin,yesil,pantolon
700578,kadin,beyaz,pantolon
700589,kadin,bordo,bluz
700595,kadin,gri,jean-pantolon
700638,erkek,kahverengi,ayakkabi
700640,erkek,lacivert,ayakkabi
700662,kadin,lacivert,spor-ayakkabi
700668,kadin,mavi,spor-ayakkabi
700671,erkek,bej,ayakkabi
700674,erkek,lacivert,ayakkabi
700689,erkek,gri,spor-ayakkabi
700694,erkek,lacivert,ceket
700695,erkek,yesil,spor-ayakkabi
700719,erkek,lacivert,ayakkabi
700741,erkek,lacivert,ayakkabi
700742,erkek,beyaz,spor-ayakkabi
700745,erkek,beyaz,spor-ayakkabi
700746,kadin,kahverengi,spor-ayakkabi
700755,erkek,lacivert,takim-elbise
700760,erkek,siyah,spor-ayakkabi
700761,erkek,siyah,spor-ayakkabi
700850,erkek,gri,takim-elbise
700870,erkek,siyah,t-shirt
700871,erkek,bej,sort
700874,erkek,lacivert,sort
701005,kadin,siyah,sweatshirt
701007,kadin,beyaz,t-shirt
701008,kadin,siyah,t-shirt
701009,erkek,gri,sort
701011,kadin,lacivert,t-shirt
701012,kadin,beyaz,spor-ayakkabi
701017,kadin,siyah,spor-ayakkabi
701018,kadin,lacivert,spor-ayakkabi
701044,erkek,bej,t-shirt
701060,erkek,kahverengi,t-shirt
701072,kadin,yesil,ceket
701073,kadin,siyah,bluz
701082,kadin,mavi,gomlek
701084,kadin,mavi,bluz
701087,kadin,mavi,elbise
701094,kadin,yesil,t-shirt
701099,kadin,yesil,t-shirt
701102,kadin,gri,t-shirt
701104,kadin,yesil,t-shirt
701112,kadin,lacivert,elbise
701115,erkek,lacivert,sort
701130,erkek,yesil,pantolon
701146,kadin,siyah,pantolon
701147,kadin,yesil,pantolon
701148,kadin,bej,pantolon
701149,kadin,yesil,pantolon
701154,kadin,mavi,bluz
701157,kadin,siyah,atlet
701158,kadin,mavi,atlet
701160,kadin,siyah,t-shirt
701163,erkek,gri,sort
701164,erkek,mavi,sort
701166,erkek,siyah,esofman-alti
701167,kadin,siyah,tayt
701168,erkek,gri,sweatshirt
701169,erkek,siyah,sweatshirt
701171,erkek,beyaz,spor-ayakkabi
701177,kadin,mavi,bluz
701178,kadin,beyaz,bluz
701184,kadin,beyaz,jean-pantolon
701200,erkek,yesil,ayakkabi
701201,kadin,yesil,bluz
701219,kadin,lacivert,kazak
701221,kadin,bordo,bluz
701223,kadin,siyah,elbise
701261,kadin,kahverengi,elbise
701265,kadin,yesil,bluz
701266,kadin,lacivert,bluz
701268,kadin,beyaz,bluz
701269,kadin,yesil,bluz
701305,kadin,siyah,bluz
701306,kadin,bordo,bluz
701315,kadin,yesil,bluz
701316,kadin,siyah,atlet
701321,kadin,beyaz,bluz
701323,kadin,bej,elbise
701358,erkek,beyaz,t-shirt
701444,erkek,mavi,sort
701445,erkek,yesil,t-shirt
701447,erkek,mavi,t-shirt
701454,kadin,mavi,ceket
701455,kadin,lacivert,ceket
701456,kadin,siyah,pantolon
701464,kadin,siyah,elbise
701468,kadin,siyah,elbise
701473,kadin,bordo,bluz
701478,kadin,mavi,bluz
701520,erkek,beyaz,yelek
701523,kadin,mavi,atlet
701529,erkek,mavi,atlet
701542,erkek,beyaz,sort
701554,erkek,mavi,spor-ayakkabi
701557,erkek,yesil,spor-ayakkabi
701558,erkek,mavi,spor-ayakkabi
701561,erkek,mavi,spor-ayakkabi
701602,kadin,lacivert,bluz
701606,erkek,yesil,t-shirt
701607,erkek,bordo,t-shirt
701608,kadin,kahverengi,ayakkabi
701642,kadin,lacivert,elbise
701644,kadin,bordo,ceket
701668,kadin,siyah,elbise
701670,kadin,yesil,elbise
701673,kadin,siyah,tulum
701675,kadin,siyah,pantolon
701681,kadin,bordo,bluz
701682,kadin,lacivert,pantolon
701683,kadin,siyah,pantolon
701685,kadin,siyah,ceket
701763,kadin,lacivert,t-shirt
701766,kadin,yesil,t-shirt
701774,erkek,lacivert,spor-ayakkabi
701775,erkek,gri,spor-ayakkabi
701780,kadin,lacivert,spor-ayakkabi
701781,kadin,siyah,t-shirt
701784,erkek,yesil,spor-ayakkabi
701785,erkek,yesil,spor-ayakkabi
701786,kadin,siyah,spor-ayakkabi
701788,kadin,beyaz,t-shirt
701790,kadin,lacivert,t-shirt
701791,kadin,beyaz,t-shirt
701795,kadin,yesil,spor-ayakkabi
701797,kadin,gri,spor-ayakkabi
701805,kadin,beyaz,spor-ayakkabi
701806,kadin,beyaz,spor-ayakkabi
701812,kadin,gri,spor-ayakkabi
701825,kadin,beyaz,spor-ayakkabi
701829,kadin,siyah,spor-ayakkabi
701830,kadin,beyaz,spor-ayakkabi
701835,kadin,beyaz,ayakkabi
701867,kadin,siyah,bluz
701871,erkek,beyaz,spor-ayakkabi
701873,erkek,siyah,spor-ayakkabi
701874,kadin,gri,spor-ayakkabi
701875,erkek,mavi,pantolon
701876,erkek,gri,gomlek
701877,erkek,beyaz,gomlek
701880,erkek,siyah,t-shirt
701881,erkek,mavi,t-shirt
701882,erkek,beyaz,t-shirt
701883,erkek,mavi,t-shirt
701884,erkek,yesil,t-shirt
701885,erkek,siyah,t-shirt
701886,erkek,gri,spor-ayakkabi
701892,kadin,beyaz,gomlek
701898,kadin,beyaz,bluz
701902,kadin,yesil,bluz
701924,kadin,siyah,spor-ayakkabi
702126,erkek,beyaz,sweatshirt
702127,kadin,siyah,sort
702128,kadin,siyah,sort
702129,kadin,siyah,t-shirt
702130,kadin,gri,t-shirt
702134,erkek,yesil,spor-ayakkabi
702136,kadin,siyah,spor-ayakkabi
702139,erkek,siyah,spor-ayakkabi
702141,erkek,siyah,spor-ayakkabi
702142,erkek,beyaz,spor-ayakkabi
702162,erkek,lacivert,takim-elbise
702163,erkek,siyah,takim-elbise
702164,erkek,lacivert,takim-elbise
702165,erkek,lacivert,ceket
702213,erkek,siyah,gomlek
702225,erkek,siyah,gomlek
702228,erkek,siyah,gomlek
702237,erkek,siyah,gomlek
702244,erkek,yesil,pantolon
702245,erkek,kahverengi,pantolon
702249,erkek,beyaz,pantolon
702254,erkek,kahverengi,gomlek
702262,erkek,gri,sort
702269,erkek,lacivert,sort
702272,erkek,gri,sort
702274,erkek,yesil,sort
702275,erkek,siyah,sort
702290,erkek,mavi,sort
702299,erkek,mavi,t-shirt
702303,erkek,gri,sweatshirt
702310,erkek,siyah,sort
702312,erkek,lacivert,t-shirt
702315,erkek,lacivert,t-shirt
702316,erkek,beyaz,t-shirt
702317,erkek,lacivert,t-shirt
702318,erkek,beyaz,t-shirt
702322,erkek,kahverengi,pantolon
702326,erkek,bordo,gomlek
702327,erkek,bordo,gomlek
702336,erkek,kahverengi,gomlek
702340,erkek,kahverengi,gomlek
702347,kadin,siyah,t-shirt
702356,kadin,lacivert,pantolon
702365,kadin,siyah,etek
702368,kadin,yesil,elbise
702377,kadin,lacivert,atlet
702382,erkek,bej,sort
702404,erkek,bordo,gomlek
702410,erkek,gri,pantolon
702414,erkek,kahverengi,takim-elbise
702415,erkek,gri,takim-elbise
702416,erkek,lacivert,takim-elbise
702417,erkek,beyaz,pantolon
702419,erkek,mavi,sort
702421,erkek,siyah,takim-elbise
702422,erkek,gri,t-shirt
702423,erkek,gri,t-shirt
702424,erkek,gri,t-shirt
702425,erkek,beyaz,t-shirt
702426,kadin,lacivert,atlet
702430,erkek,gri,gomlek
702432,erkek,bej,gomlek
702433,kadin,bordo,t-shirt
702434,kadin,beyaz,t-shirt
702435,kadin,bordo,t-shirt
702436,kadin,lacivert,t-shirt
702437,kadin,beyaz,etek
702438,kadin,lacivert,elbise
702439,kadin,mavi,jean-pantolon
702440,kadin,gri,t-shirt
702477,erkek,yesil,mont
702482,erkek,bej,mont
702499,erkek,siyah,pantolon
702502,erkek,gri,sort
702504,erkek,yesil,sort
702512,erkek,bordo,t-shirt
702514,erkek,bordo,t-shirt
702533,erkek,yesil,kazak
702535,erkek,lacivert,kazak
702574,erkek,siyah,t-shirt
702579,erkek,bordo,t-shirt
702584,erkek,bordo,t-shirt
702607,erkek,beyaz,t-shirt
702609,erkek,lacivert,t-shirt
702618,erkek,lacivert,mont
702621,erkek,gri,gomlek
702626,erkek,kahverengi,gomlek
702637,erkek,bordo,gomlek
702647,erkek,lacivert,gomlek
702648,erkek,gri,gomlek
702655,erkek,lacivert,gomlek
702659,erkek,gri,gomlek
702665,kadin,bordo,t-shirt
702666,kadin,lacivert,etek
702668,kadin,lacivert,elbise
702698,erkek,kahverengi,t-shirt
702700,erkek,mavi,pantolon
702701,erkek,beyaz,pantolon
702703,erkek,gri,pantolon
702704,erkek,kahverengi,pantolon
702706,erkek,kahverengi,pantolon
702708,erkek,yesil,pantolon
702709,erkek,kahverengi,pantolon
702710,erkek,gri,t-shirt
702731,erkek,siyah,t-shirt
702738,erkek,beyaz,t-shirt
702739,erkek,gri,t-shirt
702745,erkek,gri,t-shirt
702748,erkek,beyaz,t-shirt
702751,erkek,siyah,t-shirt
702759,erkek,siyah,t-shirt
702773,erkek,beyaz,t-shirt
702774,erkek,lacivert,t-shirt
702779,erkek,lacivert,pantolon
702782,kadin,yesil,sort
702783,kadin,bordo,t-shirt
702786,kadin,mavi,t-shirt
702793,kadin,kahverengi,elbise
702835,kadin,beyaz,t-shirt
702844,kadin,gri,sweatshirt
702852,kadin,mavi,jean-pantolon
702853,kadin,mavi,jean-pantolon
702854,kadin,mavi,jean-pantolon
702859,erkek,yesil,gomlek
702872,erkek,gri,takim-elbise
702880,kadin,beyaz,t-shirt
702883,kadin,lacivert,bluz
702885,kadin,siyah,bluz
702886,kadin,bordo,kazak
702887,kadin,lacivert,kazak
702889,kadin,siyah,kazak
702890,kadin,bordo,kazak
702891,kadin,siyah,kazak
702910,erkek,beyaz,gomlek
702958,erkek,siyah,takim-elbise
702960,erkek,yesil,pantolon
702963,erkek,siyah,pantolon
702969,erkek,lacivert,takim-elbise
702970,erkek,siyah,takim-elbise
702980,erkek,lacivert,t-shirt
702981,erkek,yesil,t-shirt
702982,erkek,beyaz,pantolon
702983,erkek,lacivert,pantolon
702984,erkek,bej,pantolon
702989,kadin,mavi,pantolon
703056,kadin,beyaz,elbise
703057,kadin,lacivert,tulum
703074,erkek,mavi,pantolon
703075,erkek,gri,pantolon
703114,erkek,yesil,t-shirt
703123,erkek,yesil,t-shirt
703124,erkek,beyaz,t-shirt
703125,erkek,yesil,gomlek
703126,erkek,lacivert,t-shirt
703127,erkek,gri,sort
703128,erkek,gri,t-shirt
703129,erkek,siyah,t-shirt
703132,erkek,siyah,ayakkabi
703142,erkek,gri,t-shirt
703143,erkek,mavi,t-shirt
703206,kadin,siyah,ayakkabi
703220,erkek,lacivert,ayakkabi
703222,erkek,siyah,ayakkabi
703233,erkek,beyaz,gomlek
703243,erkek,mavi,t-shirt
703244,erkek,yesil,gomlek
703245,erkek,yesil,t-shirt
703259,erkek,mavi,t-shirt
703263,erkek,mavi,t-shirt
703265,erkek,bej,t-shirt
703267,erkek,yesil,t-shirt
703268,erkek,beyaz,gomlek
703271,erkek,lacivert,gomlek
703272,erkek,beyaz,gomlek
703273,erkek,lacivert,gomlek
703285,erkek,bordo,gomlek
703296,erkek,lacivert,gomlek
703298,erkek,siyah,sort
703299,erkek,lacivert,t-shirt
703308,erkek,bej,pantolon
703309,erkek,lacivert,pantolon
703311,erkek,lacivert,pantolon
703328,erkek,mavi,sort
703380,erkek,lacivert,pantolon
703381,erkek,siyah,pantolon
703386,erkek,gri,t-shirt
703388,erkek,mavi,gomlek
703414,erkek,yesil,t-shirt
703415,erkek,bordo,t-shirt
703416,erkek,mavi,t-shirt
703462,erkek,siyah,t-shirt
703464,erkek,siyah,t-shirt
703466,kadin,siyah,ayakkabi
703467,kadin,beyaz,ayakkabi
703468,kadin,siyah,ayakkabi
703469,kadin,mavi,ayakkabi
703470,kadin,mavi,ayakkabi
703471,erkek,yesil,gomlek
703472,erkek,mavi,gomlek
703473,erkek,yesil,gomlek
703487,erkek,mavi,t-shirt
703488,erkek,gri,t-shirt
703490,erkek,mavi,gomlek
703498,kadin,mavi,spor-ayakkabi
703499,kadin,siyah,spor-ayakkabi
703547,kadin,mavi,spor-ayakkabi
84824,kadin,kahverengi,hirka
87680,kadin,bej,sort
91062,erkek,yesil,bot
91066,erkek,yesil,bot
91171,kadin,bej,yelek
91172,kadin,lacivert,yelek
91716,erkek,siyah,bot
91719,erkek,siyah,bot
91720,erkek,beyaz,bot
95540,kadin,bej,jean-pantolon
97879,erkek,siyah,yelek
97880,erkek,yesil,yelek
98167,kadin,kahverengi,zip-ceket
98681,erkek,bordo,yelek
98686,erkek,bordo,mont
98690,erkek,mavi,mont
99823,erkek,beyaz,kazak
99855,erkek,yesil,kazak
99863,erkek,bej,kazak
